tweet_text,class
It will cost you $0.00 to Retweet this.,1
Buhari 2016 vs Fake Buhari 2020....... Nigeria President is Dead.,-1
SARS didn t even give us a week s break before they resume their extortion and brutality. ,-1
We learnt earlier today that Willie Obiano was caught moving Covid-19 palliative from SEMA office in Agu Awka to governmen ,-1
"I can't stop looking at this picture, it give me courage and mind. Sleep can't enter my eyes, I can't keep my eyes  ",1
"  When you see this tweet, reply with ",0
Prayers to Nigeria ... ,1
"      Governor Wike has earlier banned  protest. When it didn't work, Wike now a ",-1
Never forget his name. RIP Jimoh Isiaq!  ,-1
Let's make this video go VIRAL! Before the government will deny it later on live TvHere is a video of Police men killin ,-1
Hello good afternoon.It's just another day to support our brothers and sisters.,1
Please copy and paste these handles in every  post.,0
"  We may be a thousand miles away from Lekki, but today we in Benue stood in solidarity with all victims of bad leadership in ",1
"  Diaspora really holding down the fort guys, y'all can't give up yet. ",1
While they think you re sleeping...,0
Sleep is FAR! ,-1
   The children of the poor that you refuse to educate would never allow you and your children to live in peace  Obafemi Owo ,-1
"  Hello everyone, let s help the brother man find our brother man...",-1
"  Tinubu was demystified, so who is Governor Wike Bikonu?  ",1
"  Opening fire on peaceful protesters is a blatant violation of people s rights to life, dignity and freedom of expression. T ",-1
Buhari hasn't held a media chat since December 2015. Even Abacha talked more to the media than him.Many Nigerians thoug ,-1
"I'm standing w/  the people of Nigeria, and the  movement. Demand an international inquiry into  ",1
Protests still going strong overseas ! We meuveee!,1
The struggle of the people against decades of bad governance in Nigeria - ,-1
Please I ve been searching for my brother since Monday during  protest  last seen Lagos Ibadan expre ,-1
One of the survivor of   thank God he is alive to tell the story. ,1
"There's a medical report that proves that she was raped, done by a consultant a day after the rape occurredHow wil  ",-1
"  Nah the babies are out here protesting even in Atlantic City, ain t shit sweet!!!   and ",-1
If they can kill you for a peaceful protest and send hoodlums to disrupt protests they can burn down your entire communit ,-1
"  IPOB is alredy on a mission before  protest started, we join the protests because we are also the victims of  at ",-1
"  If SARS has the audacity to be back on the streets after nationwide protests, then I hope you know they will be 10X worse ",-1
Love this coconut head generation All over my tl is  please inject it!!!,-1
So Fulani in Oyigbo declared war on our people last night in Igweocha/Portharcourt because of our stand on  and,-1
"  They were never disbanded, they re still operating ",1
"  20-10-2020 , Never Forget ! ",-1
"  SARS are back on the streets, let's bring   back to the trend table. Retweet aggressively!! Or are you tired?",-1
And he remembered to acknowledge the disrupted palace of Oba of Lagos and not the killings of the innocent youths shot at,-1
"    Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoj ",1
It is time to flush out the northerners out of our regions. ODUDUWA REPUBLIC NOW/ ,-1
Sometimes we inspire others and when we start losing hope they're the ones that inspire us to keep going. We move,1
We shall not back down,1
RIP to all the lives lost at the hands of police brutality! it was an honor to perform at the  Raleigh Protest! ,1
"   Abuja Car Dealers Recount Ordeal, Say Thugs In  Vehicles Attacked Them | Sahara Reporters ",-1
This is why we shouldn t get tired of Tweeting  I beg you people. You can use your voice online. We do not want situa ,1
We can't keep quiet like nothing happened,-1
Fam! Let's keep trending,1
This is powerful:  come get your identity back. ,1
The  protests are still going on in the diaspora. This was from Nashville today.Thanks  for this. https ,-1
Police IG orders clampdown on hoodlums,-1
"   Great lofty heights attain, to build a nation where peace and justice shall reign  Nigeria Youths are stellar! I will ",1
This is all the research you need,0
just in case you didn t know what was happening in Nigeria,0
we ve kept  trending for over 2 weeks. i m so proud,1
"  Guys, one of us have been arrested and detained at Ikota/ VGC Military Check-Point. He s currently in their truck and his c ",-1
Nigerian activist  tells  she's horrified by Nigerian forces opening fire on peaceful protesters ,-1
"  Dear Nigerian Journalists,Stop asking citizens for solutions. Go and ask the so called President of Nigeria for solutions ",-1
A video of a pastor who prophesied of the endsars  protest in 2018,0
"  Once again in longtime I didn t feel helpless.Let nothing divide us. To my Yoruba, Hausa, Edo, Igbo, TIV, Ijaw, Urho ",1
The Nigerian police; Bunch of block heads. They never listen to instructions.,-1
Still wild to me that the start of this was to end police brutality but instead they became more brutal and killed ,-1
Dear NigeriansAnyone of you that focus on  protesters instead of Buhari's government that decided to unleash terr ,-1
"  Governor  Aware Of Plans By Soldiers From Bonny Camp To Attack, Kill Lekki Protesters | Sahara Reporters ",-1
Thank God!But please let s still get justice.File this with the judicial panel set up &amp; have him ,1
We are deeply saddened by the killing of peaceful protesters at the Lekki tollgate. The situation may trigger &amp; in reco ,-1
"  You should be ASHAMED of yourself if you re amongst those CONDEMNING my interventions in the  protest, especial ",-1
"   Hungry Nigerians loot another Covid palliative warehouse in Jos, Plateau State ",-1
"  Back to the matter, we no need SARS for  road again oh! They ve been disbanded.  .  massively. ",-1
They have concocted another propaganda in their WhatsApp group.You people will be shamed and disgraced.,-1
Can they please  and all these nonsense. I need to make a lot of money. And I can only do that in safe country,-1
This is the wrong approach,-1
Specially for when i drive past Sars !! Ill blast this oneee,-1
"  If someone tries to bring you down,That means you're already above them. ",-1
"  The future is here, please retweet and comment aggressively if you believe the youth will be taking over!",-1
We need to jazz up and loud  again.,-1
People are still missing. People are mourning. And there s no call for justice. Are you truly worth fighting for?,-1
Palliative hidden in Ede Osun State. Each family could have survived on this for while. ,-1
"  This is Rabiu Garba, the best DPO in Nigeria and also the SPOT of  Feggae in Onitsha, Anambra StateHe spoke, even hoodlu ",0
Lights went off. Cell tower signals. Advert board. Gunshots. What a coincidence.,0
We blocked traffic in Dallas for the  protest.,-1
Me and all my friends were all misunderstoodThey say we stand for nothing and there's no way we ever could,-1
The Church exists outside of America.And so do the people we re called to love.,1
"  - Who ordered the shooting of peaceful protesters at lekki on the 20th of October,2020???  ",0
"  I wonder why  is no longer trending number 1 , why we all gave up after 1 useless speech. Because this people are sti ",0
Can ask Nigerian Govt to do two things? 1. Who authorised the use of force on Lekki protesters? There are 3 military f ,0
"  Now that EVERYBODY, including  appears to be BLAMING  for the grand SUCCESS of the ",-1
They Lied To Us !!!!,-1
Chineke God of Africa! What have these CORRUPT *LEADERS * turned Nigeria  into? God will punish all of them and ,-1
Out for peaceful protest today at Raleigh State Capitol building,1
"  Few mins , shooting started from the toll gate     ",-1
just collect 55k from me     they re still robbing us   they didn t see anything im ,-1
"  If you re recovering hidden COVID-19 palliatives, May God bless you. But if you re looting shopping malls and people s sw ",1
Nobody has resigned. Nobody has been sacked. Nobody has been arrested. People were shot in Lekki. People were shot in Sur ,-1
"  Dear  With this mindset, any man that makes the mistake of marrying you is unwise! All you bring to the tab ",-1
Do you know that not less than 12  protesters were summarily executed in Enugu yesterday night after being arrested. ,-1
We Stand In Prayer with Our Brothers and Sisters In Nigeria . The Lord is Your Strength  in crucial moments like this. ,1
THESE MONSTERS ARE STILL ON THE STREETS ,-1
Security forces open fire on treasure hunters in Abuja who had come to get  reportedly hidden i ,-1
keep retweeting and tweeting  please,1
Am following the first 400 people to Rt &amp; Reply,1
"   If all the hungry Nigerians can come out to peacefully protest, there is no stopping us  So every state dep ",-1
"  Now the peaceful   protest rally begins at Minnesota, U.S.A ",1
My sign from the  protest today in Raleigh.,0
IG is literally out here DISABLING people's  accounts for INVALID and PREDIJUICED reasons; this includes the h ,-1
is still valid. The harassments haven t stopped.,-1
If these videos don t fuel your anger then you re angry for the wrong reasons. &amp; you want to give up? my dear it s ,-1
This man posted this video almost a week ago and now this.,0
"  Your policemen aren't leaving the road, they're still wearing mufti and harassing citizens, have you lost control?! ",-1
"  Today, 24.10.2020.We held our  Protest in Gottingen, Germany.We stand with every Nigerian to demand good gover ",1
There s no peace for  politicians again. Those we call  Political Leaders  in  failed themselves and th ,-1
The ugly incident happening in  just because Nigeria youths are protesting against SARS and her brutality,-1
Cacovid Delivers  food Palliatives to 107564 Households in Lagos ,1
"  SARS are still on the road and streets, don t get tired of tweeting and retweeting. RETWEET AND PASS IT ON ",0
"  The people in the area got enraged and killed the two cops instantly, third one fled with injuries. ",-1
Listen and listen again. We'll be great.,1
Just got the actual story of the two Police men that were lynched at Iwo Road. Unfortunate. They were stopping Bikes to take ,-1
Calls for justice for George Floyd &amp; Breonna Taylor set the tone. Ppl in Nigeria who had never been to America were callin ,1
No be so we dey give up ,-1
"  Happy Birthday chief. I pray all items on your wish list are granted, including those penned in your heart. ",1
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the  ",1
"  Let it be very clear. Between the GOVERNMENT and the PEOPLE, there is now a RIFT bigger than ever before. You are either for ",-1
Jalingo under 45 hours lock down,-1
"  The SARS officers they disbanded are still oppressing people on the street, what did we do to deserve all this ",-1
Only retweeting tweets with endsars,0
And the most honest headline of the president's speech had to come from a foreign media outlet.,1
Palliative hidden in Ede Osun State. Each family could have survived on this for while.,-1
"  The anomaly was Dj Switch!!! They didn't see that coming. Now they are shaking because  WE KNOW WHAT YOU DID ON OCTOBER 20, 202 ",-1
You want to put a spell on people for not returning an Oba's staffAn Oba that looted Covid palliatives and other thi ,-1
"  Good morning, time to what?  , reply with  if you come across this tweet",0
"  Heard a 17 boy in my area died at mushin protest, 17 years old. His father was so devastated he starting hitting his head ",-1
We re not letting up ,1
dezenas de imigrantes ocuparam o centro de SP hoje em apoio a luta na Nig ria pelo   N s aqui no Brasil s ,-1
Anti-impunity movements worldwide. (part 1 / Thread).     / ,1
All Progressives Congress (APC) National Leader Asiwaju Bola Tinubu has commiserated with Lagosians and Governor ,-1
what is also wild is that  all of a sudden  information about the whereabouts of these wa ,-1
Foolish people trying to erase it from our mindsFor LucyFor TonyFor Chukwuma For oke For Ayo ,-1
A lot of things are happening now that have nothing to do with  from the covid relief materials to arson on institut ,-1
Utter Disgrace is inevitable for every bad and corrupt leader in Nigeria for the wickedness they have and are displayin ,-1
"  Five days ago, the Nigerian government ordered the murder of peaceful protesters by the Nigerian Army. ",-1
Dear compatriot don t allow me swear for you oooooAbroad people that are not directly affected by the sars menace are ,-1
Break is over. We meauveee ,1
"   PROTEST:  LAGOS EVALUATES FILES OF 229 ARRESTED FOR ARSON, MURDER, STEALING, OTHERS...To Prosecute those with Pr ",-1
is still going on but if you thief tweet I go dent you!!!!,-1
In Kenya it's 3 a.m anyways  just woke up to pray for Nigerians ,1
Good morning.This is an 'unfriendly' reminder that SARS officers are still outside. And it is very important that we ,-1
"  TW // death, violence ATTENTION: I only see about 5 people on my tl talking about this. Here is an informative thread abou ",1
  When this comes across your TL just rt if you're proud of our.   pressing phone generation   ,1
The fear of the people is the beginning of good governance. Omo. ,-1
IM BEGGING YOU IN THE NAME OF GOD RETWEET AND TAG THE ,-1
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the   ",1
"  Tolu Olayinka Wrote:  I Was Told Before The Lekki Protest That If We Held The Nigerian Flag, The Army Won't Shoot At Us ",-1
The fight against impunity and cruelty is global. ,-1
This thread is historic. Do well to educate yourself,-1
The struggle of the people against decades of bad governance in Nigeria ,-1
We need to educate everyone in this country ,1
protested for days without any looting and were attacked by their govt.The police suddenly disappeared during ,-1
"The Nigerian Youth = A New Nigeria. Please sign  INEC, Nigeria : Petition for INEC to begin Voter Registrat  ",0
we will never forget our people that died at lekki toll gate ,1
Nigerian Army Arrests Soldier Who Asked Colleagues Not To Kill  Protesters | Sahara Reporters,-1
" This is fake news, the video has be photoshopped by NTA to mislead the nation and the international communities. N  ",-1
Bro the peaceful  protest is still going on around the country. Let's not forget. Nigeria doesn't end in Lagos. Cont ,1
We are the youth!,0
Guys please be careful out there! I ve heard 3 different reports of SARS still operating in Lagos! They didn t end shit! Let s ,-1
"Want your children to experience the same?I wouldn t ever Want your children to come home panting, clothes torn,  ",-1
Les HT   suivre sur ls  protestations actuelles en Afrique :Nigeria RDC Namibie  C ,-1
I know at some point of this protest they will begin to point their fingers on IPOB as the brain behind itI am not surprise ,-1
"  SARS has been disbanded but today alone we ve seen three stories. One was lucky because his father was in the military, othe ",-1
This Airforce Officer is making all those Police officers look like idiots through his professionalism and I sooooo  ,-1
We started something. We'll be heard.,0
"  Breaking:  protesters storm London residence of APC National Leader, Bola Ahmed Tinubu on Duchess Mews, Portland Pl ",-1
not letting this movement die. ,1
SARS was not banned or dissolved or diluted. They are still very much active on the streets of Nigeria.The police reform pro ,1
Security of lives is still the role of government. Don't put the burden on people who protested for 2 weeks &amp; remained p ,1
   We thought they wouldn't shoot anyone singing the national anthem.  A reconstruction of Tuesday night's events at ,-1
"  To rebuild and make Nigeria Great, we the youths have to come together and be part of the system. To this end, I have ",1
"too many evidences and you said there was no fatalities, still baffles me. ",-1
They create hunger and they are using it to control the masses one of the reason they hide palliativeWicked rulers in highe ,-1
This is a Cold War now. We don t want to loose anyone anymore.,-1
One question that s not been answered.  Who ordered the Military to shoot and kill Peaceful Protesters?  ,-1
We soldier on into 2023 ,0
May the departed soul of our heroes rest in peace,0
My Experience At Lekki toll plazaPlease go and watch the rest of the video on my Instagram page thank you,0
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the ",1
Thugs who attacked protesters in Abuja were brought by Senator s aides   Ex-DSS director,-1
What s happening in Nigeria is exactly the same with what happens in Zimbabwe. Africa needs help let s pray for our na ,0
Sars officers are still out there. Police brutality is still a thing.,-1
It may be a disturbing image but the world must see what the government is doing to its citizens. We won t sit back and ,-1
"  Hey,  we saw how you helped amplify the voices of millions of Nigerians by giving them a custom emoji for the    m ",1
"  Shout out to all the dudes who've clearly never driven a motorcycle before, but who aren't letting that stop them from ",1
"  No Talk Anything, Just Retweet!    ",-1
Yell it in your streets.  We get killed for being queer. It s crazy ,-1
"  Go in peacefully, loot peacefully and come out peacefully.   ",-1
"  Don t miss Demand Africa s discussion on the  Movement and the African Diaspora this Thursday October 29, 2020 at ",1
"   Hello ,1. Who ordered the shooting of peaceful protesters at lekki on the 20th of October, ",0
"  This gladdens my heart. Keep it up, you are doing God's work. ",1
I like how the  movement is back on my TL.... how s your TL?,1
"  After the bravery on third mainland, I hear we have to proceed with the swearing-in of  as the new Inspector General ",1
We have not come this far only to give up.Pls retweet for others     Catfish ,1
Sars is still functioning and terrorizing  innocent people. We need to bring  back on the table.  and Reply ,-1
And we are back at it!,0
Please fam let this not end too on profile photos and Facebook(like Garbuh massacre)and after two weeks everyone moves ,1
Tinubu Ole! Tinubu Ole!!! Tinubu's house in London has been surrounded by  protesters in London asking UK govt to ,-1
The first is the strongest message so far. We shouldn't relent on the  campaign,1
Nigerians in Lekki Toll gate singing the national anthem not knowing if they will see tomorrow alive. I'm literally crying no,-1
"  They promised us change, they changed it for us! They scammed us. Now the  is changing the change. Won ",-1
"  I M BEGGING YOU, AS LONG AS YOU RE AN ONLINE PROTESTER, PLEASE TWEET AND RETWEET!! ",-1
Yet they throw tribal &amp; religious sentiments our way and some fall for it ,-1
"  IF PEOPLE ARE IN THE STREETS, WE SHOULD AMPLIFY THEIR VOICES HERE  ",1
We Cannot Back Down By Omoyele Sowore | Sahara Reporters   ,1
Sensitisation messages going up in some areas of Lagos State. - educating the nigerian police that the  protesters ,1
Senator s aides conveyed thugs in SUVs to attack  protesters  Ex-DSS director,-1
"  SARS operatives are back to terrorizing innocent citizens, we are also back ",-1
"  Amnesty International received reports that shortly before the shootings, CCTV cameras at the Lekki toll gate, where pr ",-1
We move to the direction where there s no sars ,0
"  But sincerely, why do you persist in lying to yourself that anything will change because  ",-1
This brother from Nigeria couldn t have put it any better. He hit the nail on the head. This really is how everyone feels g ,1
"  Another Evidence.View from 1004, Victoria Island Lagos.Those innocent souls their blood is not sleeping. ",-1
SARS didn't even allow it all settle for a week before being out on the streets again. their mid term break was anonymously c ,-1
"  Sen Folarin said 350 motorcycles, 400 deep freezers &amp; 350 generators, sewing machines, etc were looted from his private res ",-1
SAINt JHN is speaking to peaceful  protesters.,0
"  Why we can t stop now?The lives that were lost during the cause of transforming Nigeria can t go in vain, it just can  ",1
NTA's journalist Jennifer Igwe and Cameraman were at the scene too,0
Nigerians in diaspora really out there doing the Lord's work. Love to see it,1
We pray for peace n unity in Nigeria,1
"Pls if you are still awake, retweet this let them know the struggle is on     ",1
Bon Nuit my babiesRemember we still on the  matter.,0
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they ",-1
"  This is Jos, Nigeria. The day these hungry people will rise against the oppressors, not even bullets, and armored tanks ca ",-1
protest in Newcastle. Even the rain and cold weather couldn't stop us from coming out today,-1
We have found a possible evidence and proof of Nigeria's embezzling and money laundering th ,-1
is just the name of our movement so we shouldn t stop retweets and likes on post with the  hashtags,1
"October 24th: Nigerians in Atlantic City, New Jersey converged to speak against police brutality, bad gove  ",1
"  Lekki protesters in Lagos, Nigeria did this and the government replied them with death, injuries and trauma . This happened at ",-1
"  Nigerians in Toronto, Canada held a candle light procession in honor of protesters who died during the  protest ",1
SARS has not been disbanded!SARS has not been disbanded! SARS has not been disbanded!SARS has not been disbanded!SARS ha ,1
We still at it,0
Forensic Analysis Shows Videos Were Genuine,1
"  Don t look down on average students in your class, just because you are the best student. Life is not balanced. Many studen ",1
When y'all are done with  wigs and gender wars can we go back to trending ,1
What do we want!! ,0
"   Maamaa is still with us..We singing on the streets: for real life, no be for twitter.Endsars ",1
They freaking turned off the lightI literally couldn t see anyone  in the video at some point Damn,-1
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure th ",-1
Lekki Toll-Gate Shooting:  Don t Give Up - Alicia Keys Urges  Protesters,1
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they d ",-1
"  SARS has resumed work . If you're protesting online,please it's time to resume work also.Reply me with  or just  .",-1
  I'm tired of this country   scatter my wedding ceremony  please   ,-1
Birmingham rememberers those who were killed in the  those who died in the  protest and all who ha ,-1
Why is Africa a mess?,-1
Is there a comprehensive list of people who went missing at the Lekki Toll?We need to be able to document that these wer ,-1
I don t like it when things start to die down when my people are still ddyin,-1
His name is Lawrence an aspiring young man ....NIGERIA MURDERED HIM YESTERDAY... IF Y ALL DONT RETWEET THIS THEN YO ,-1
we thought you said it was dissolved??? Evil man ,-1
"  Dear Mr.  &amp; every other concerned Media Houses, these are the hoodlums looting, causing mayhem and chaos all a ",-1
"It knows no religion - pastors,imams,sultans,traditionalists are a part of this secret they keep ",-1
Hes doing Gokada and selling iced fish.... foolish shameless goat,-1
Africa unite,1
We pray for peace n unity in Nigeria,1
"  The Chief oppressor of Lagos state, Bola Ahmed Tinubu says, Victims of   has questions to answer. ",-1
Youths in the streets for 2 weeks won a major concession - Judicial Panels of Inquiry - and while still in the streets d ,1
Join in the protests tomorrow,1
   Just because there are no fruits doesn't mean there are no roots  the  protest did a lot more than we think!  And onc ,0
This brother from Nigeria couldn t have put it any better. He hit the nail on the head. This really is ,1
World War Z Palliatives Virus!,-1
"  I m not done fighting. If not for anything, for the lives that were lost. And the potential I saw in what we could achieve if ",-1
NTA journalist Jennifer Uloma Igwe got caught up at the Lekki Tollgate when the massacre started.htt ,-1
"  Dear Lagos &amp; Federal government, who is to be held responsible for the Lekki Massacre?  https ",0
Online protesters are we tired? Or you need data? Oya engage aggressively!!!Comment  and drop your network 100k ,-1
The moment Air Force personnel instruct residents to pack Covid_19 palliatives from a warehouse peacefully.. Jaga ,1
Exactly what i and my friends were discussing todayAll of a sudden one person turned to discovery chan ,0
So they are saying that the Instagram live from DJ Switch we saw was fake. That she used an app to Photoshop and deceive Nige ,-1
Saturday: West Ham vs. Man City Bayern vs. Eintracht Barcelona vs. Real Madrid Genoa vs. Inter Dortmund vs. Schalke Man ,0
"   They never left actually, it s really infuriating. That s why it s   all day everyday",-1
"  What Abacha did to the parents, Buhari did to the children. ",0
So police men kill citizens then the  president  threatens the citizens.....,-1
Shout out to all the lawyers that got our brothers and sisters out of police stations. You literally saved lives.  ,1
"  Another day to remember people were massacred at Lekki Toll Gate, 20-10-2020.",-1
is quick to arrest the looters and hoodlums but unable to identify the soldiers involv ,-1
"  SARS has resumed work, so we also need to resume ours,  now!!",0
We haven t seen any SARS officer being prosecuted but you are already tired of tweeting and Retweeting  People d ,-1
"  Our security agencies are dissipating their energy on armless civilians in South East, while boko haram Terrorists and Ful ",-1
Let s see how they would move thugs from Nigeria to go and disrupt the peaceful protest currently going on in London and o ,-1
"  If  was headlining the  protest in a Christian President Administration, she would have been their lolli ",0
End all of them!!!,-1
"  If SARS resume, we self go resume and this time, more stubborn and tactical.E be like say jide dey craze. ",-1
Let this message go round,0
I love every air this lady is breathing.We have to right this wrong now.We are not fools.,1
"  Lekki Shooting: 'They Came Here To Kill Us',  Protesters Tell Channels TV ",-1
"  Another hour still one quest, they ",0
it's really still  because nothing has changed. in fact they're ten times worse now,-1
"  We did  protests in my city here in Napoli  Italy, today despite the rain Nigeria youth still come out to prote ",-1
"  There were panels on police brutality meted out to my family. What came out of the panels?  - Seun Kuti, an activist on ",-1
Celebs have all been tweeting  in support,1
"  Simple question they cannot answer, thieves.     ASUU I ",-1
Hey guys  Bless me with you snap.short video I will follow like and comment   Leggo,1
To reiterate: we will be adding all the info we have found to the description box when it uploads. We got a lot of info ,1
Omo! Tinubu is back in lagos and still claiming Jagaban. Watch and get angry ,-1
"  Instead of useless diaspora wars, join this  teach-in. We will be discussing the history and ongoing coloniality of p ",-1
I also don't like how we're backing down from pushing and tweeting  protests. In some states protests are still going ,-1
"  The officers that killed Jimoh haven t been prosecuted, the soldiers that killed the peaceful protesters at Lekki",-1
"  Start a comedy hour as a side cruise, Mehn... ",1
"   The social media bill is a rebranding of government censorship in a more appealing form, designed to fool people while ena ",-1
"  I guess know you will experience Free movement just like nothing happened, differently it was not a lie , everybody knows ",1
I look at my continent Africa and I be like Lord oh no     went off with this freestyle,-1
protest happening today in downtown Raleigh from 2-6pm!!! Let s show up &amp; show out for the people of Nigeria. Y ,1
Let it be known that in response to the cry of the Nigerian people to  the govt replied that th ,-1
Police man killed people &amp; dumped them in a riverBuhari addressed us &amp; never mentioned Lekki MassacreIn the last 48h ,-1
Note how this south African Lady has been lending her voice to the  movement all day and night.Never forget. http ,1
"  I now watch the news. Deliberately. SARS, look what you done did now.",0
Who has helped Nigerians more during the  protest? Retweet for  dorsey Like for Mark Zuckerberg ,0
Images from yesterday's Service of Songs in Benue.For all the lives lost to police brutality.For their grieving families.Fo ,-1
It s definitely,0
"   From today, I want to beg everybody here. If you ever see anyone being held by SARS, please, stop and make s ",-1
ICYMI- Social Media Bill: How it affects you! for awareness!,1
URGENT!!! A guy was arrested by soldiers at the checkpoint in vgc around 11:02am today for having ,-1
It should just be a joke oh! SARS back on the street after they got disbanded?  .MASSIVELY . FOR AWARENESS,-1
"  I thought they said the CACOVID PALLIATIVES was stored for distribution to families if not for  protest, but plea ",1
SARS are still on the streets. This is completely stupid tbh!!!,-1
"  Before bed  it s not over, this is just the beginning",-1
Nigeria's police order massive mobilization after unrest,-1
Very interesting document here on 'What Next',1
So glad I was able to lend my voice in the  protest in Mississauga today! Let s keep this going guyssss,1
This was the attack on Abuja  Protesters. They even burnt the lead van. People were silent,-1
COVID-19 is not killing Nigerians. The Nigerian Government is killing Nigerians!!! The human rights are totally violated ,-1
"   If you at peace in your country, be grateful to God and pray for others ",1
Forensic investigation  Could this be true after all?,0
The  protest was not hijacked. It was attacked.,-1
"  It's way more than just the physical damage, that's treatable. How do you even begin to get over the trauma?  ",-1
Nigeria s useless leaders are trying to crush its people. Africa s leaders are silent. -   The Washington Post https ,-1
A lot makes no sense a beg,-1
I see... Government is really sending thugs and looters out under the umbrella of  prot ,-1
For the countless and innocent lives that have been taking frm these so calld The ones we should b ,-1
"  VIDEO: After Emptying Their  Palliatives Warehouse, Youths In Calabar, Cross River State Gather In Front Of So ",-1
You people don't want to   tweets to my TL why????? FOCUS!!!!,-1
I m seeing missing persons tweets everywhere  did they really hide bodies?,-1
"  Sweet Suya. Food palliative to 107,565 House hold in Lagos state.   ",1
"  The information the government gave was that the SARS are now off the street, and based on that we should also be off; ",-1
"  Jos warehouse is stripped bare this evening. Food, roofing, doors &amp; windows. Thankfully it seems no major casualties from the ",-1
Forensic Analysis Proves Videos Of Killings Are Genuine |   htt ,-1
"  Look out the numbers that came out to  steal  their food palliative.If this number were out for the peaceful protest, ",-1
Can Nigeria's  protests lead to police abolition?,-1
From canada.,0
"  Palliative is just a Distraction for the youth to lose FOCUS,I repeat, Palliative is just a Distraction for the youth to lo ",-1
Africa unite ,1
"  arab and brown muslims, give nigeria the same energy you always got for palestine and kashmir. ",1
Young ppl died at lekki toll gate and nobody has been sacked No body has resigned Nobody has been charged It will not be ,-1
Thank you America for the promise of VISA BAN to everyone who had a hand in,-1
Idris Elba speaking on the atrocities going on in Nigeria now,-1
We stand in solidarity with Nigeria,1
Facts we need to knowOur politicians are scaredOur politicians wish we can forget this issue very soonOur politician ,-1
Seyi Makinde seems to be the only reasonable politician in the country looking closely at how he handled the  protest ,1
I act like I m okay but deep down I feel like we let our Fallen Heroes Down quick.,-1
"  As expected, SARS have re-opened shop.  !!!!!!!!!!!",1
The true meaning  You have to see this. If you agree,1
"  So far you've shared receipts for about $3700, that's amazing!With the added match from  we are trying to get t ",0
"  Lagos is not Nigeria,  protests still ongoing in other states. Let's create awareness and support our comrades.",1
"  This is to inform y all: SARS still de road de harasss. We won t relent , God help us!  ",-1
"  It's good to see  protest going on globally, but honestly for me it's the one in Nigeria that makes sense. I want a ",1
I dey feel his vibes omo,1
She was dancing an hour before she was murdered by the Nigerian armed forces Lucy was her name   - a bullet h ,-1
"  If you are a Resident of Canada / Canadian, please sign this petition put together by  The government has to be ",0
"   The movement has gone Global now,  we  wide , Protest wey get masters not be joke oh  ",0
"  We re not animals , we re humans ? ",0
See time and date. Glory be to God the most high! We're not mad o!!!,1
Endsars permanently n stop giving them another name,-1
The forensic inquiry through sentinel 2 satellite shows that Lekki shooting was very real.Angry US envoy from Washington sto ,-1
Never forget ,1
Let's work together and,1
You are no different from Esau. You are a willing tool &amp; you are fodder to be used &amp; discarded. Your lies do not in any wa ,-1
"  Czech Republic, is not Nigeria where you get away with everything. Thug was arrested for  attempts to disrupt the ",-1
This is a trap! Abort! Abort! Abort!,-1
"  All our lives we have been working for Nigerian politicians instead of dem working for us,that is why they don't know ",-1
No police officer was killed!Please ignore all videos shared online! They were photoshopped!If any police officer was k ,-1
Why are we having reports of SARs officers on the road with the usual harassment of citizens? This wasn t the deal. The ,-1
GOD!! what's happening This is just too much..pure wickedness,-1
Today a protest was held in   to  and i am so glad i was able to be a part of this and i hope to keep this ,1
No need naa. It didn't happen did itWhy speak on something that didn't happen?O wrong naa,-1
"  The officers that killed Jimoh haven t been prosecuted, the soldiers that killed the peaceful protesters at Lekki toll gate",-1
The only people I pity are the innocent casualties of the Nigerian state organised chaos.They are up to something.Probably ,-1
We Do Not Forget. We Do Not Forgive.  Trumpian propaganda to cover up the  Massacre,-1
"  But it s taking them forever to arrest police officers, SARS officers, and soldiers who have killed innocent people???",-1
Dropping this here.. God is watching.,0
The conspiracy of silence in Nigeria knows no tribe - there are people from different tribes involved,-1
18:46 pm  20/10/20 Their barracks is just 5 mins drive to the toll gate. It s a straight road Shooting started 7pm ish. ,-1
I believe in the evolution of circumstances. I believe in a better tomorrow. I believe in a greater Nigeria!,1
"  Better to remain silent and be thought a fool, than to speak and remove all doubt    ",1
"  Good morning Today, 24/10/20, makes it exactly two weeks since  was murdered for daring to say ",-1
Zimbabwe Nigeria      Congo  Namibia  South Africa ,0
My new painting.October 24. The Revival. Let hope guide us again. ,1
I am extremely proud of what we all did [still doing] with the  movement.We must not forget that we stood up for on ,1
"   protesters, they don't have two heads. We've already lost scores of people to this cause. When you think of giving ",-1
Abia pensioners. Those who kept them in this condition will know no peace. Their children will cry for help and no one will ,-1
Nigeria youths appreciation tweet,1
"Note that these are regular policemen, not SARS.The stupidity being showcased is tremendous.How does one still  ",-1
